Date,SPY_hedged_1PCT,EQ_WGT_1PCT
6/28/17,2.64e-07,7.6733e-05
6/29/17,-0.000809337,-0.000331352
6/30/17,0.000579717,0.000196063
7/3/17,0.000128914,8.2142e-05
7/5/17,0.000257037,0.00014629
7/6/17,-0.000616098,-0.00015613
7/7/17,0.000381733,1.83e-07
7/10/17,0.000257828,0.00045119
7/11/17,0.000119423,4.8411e-05
7/12/17,-0.000208002,-1.6306e-05
7/13/17,0.000161604,0.000307848
7/14/17,-0.000170303,4.4568e-05
7/17/17,0.000186385,0.000439336
7/18/17,8.0143e-05,0.000186649
7/19/17,-0.000158967,4.3999e-05
7/20/17,0.000122323,0.000155846
7/21/17,0.000138668,0.000129638
7/24/17,0.00013735,0.000324195
7/25/17,-6.6171e-05,-0.000305307
7/26/17,7.7243e-05,6.8357e-05
7/27/17,-1.6872e-05,-0.000114937
7/28/17,8.7261e-05,0.000193663
7/31/17,0.000194294,0.000311732
8/1/17,1.582e-06,0.000166418
8/2/17,-5.27e-07,-2.5496e-05
8/3/17,-3.427e-06,4.04e-05
8/4/17,0.000208002,3.489e-05
8/7/17,8.3834e-05,0.000349794
8/8/17,-0.000267055,-0.000113758
8/9/17,-8.3834e-05,-0.000552566
8/10/17,-0.001286239,-0.00122442
8/11/17,0.000111514,0.000175812
8/14/17,0.000610825,0.001003288
8/15/17,0.000323735,0.000177703
8/16/17,0.000156595,7.4802e-05
8/17/17,-0.001410144,-0.000944996
8/18/17,0.000160286,0.000144338
8/21/17,0.000263364,0.000361891
8/22/17,-6.0107e-05,0.000196286
8/23/17,7.9352e-05,1.4476e-05
8/24/17,-2.2145e-05,3.7553e-05
8/25/17,0.000166613,0.000210864
8/28/17,-0.00020642,0.000192647
8/29/17,-0.000102815,8.6493e-05
8/30/17,0.000408096,4.1457e-05
8/31/17,0.000236738,7.3663e-05
9/1/17,0.000245701,0.000243741
9/5/17,-0.000242537,-0.000327022
9/6/17,0.00038806,0.000298394
9/7/17,0.000204311,-7.529e-05
9/8/17,-7.3816e-05,3.0478e-05
9/11/17,-0.000343507,0.000179024
9/12/17,5.2989e-05,8.0637e-05
9/13/17,1.9772e-05,0.000146859
9/14/17,0.0002718,0.000184067
9/15/17,-0.000529364,-0.000120854
9/18/17,6.9598e-05,-0.000183965
9/19/17,1.9508e-05,9.4382e-05
9/20/17,3.954e-06,4.652e-05
9/21/17,0.000332434,9.0214e-05
9/22/17,0.000159495,0.000114429
9/25/17,0.000111778,-8.6798e-05
9/26/17,0.000157913,4.223e-05
9/27/17,-0.000170831,-0.000228879
9/28/17,0.000154486,0.000132992
9/29/17,-2.6363e-05,3.538e-06
10/2/17,2.9e-06,0.000220176
10/3/17,-0.00013155,-1.0369e-05
10/4/17,6.538e-05,0.000127096
10/5/17,-0.000284718,2.0678e-05
10/6/17,7.9616e-05,8.0251e-05
10/9/17,-6.327e-06,0.000166825
10/10/17,1.6345e-05,-9.4138e-05
10/11/17,7.7243e-05,0.00020021
10/12/17,0.000115733,0.000161071
10/13/17,0.000159758,5.7906e-05
10/16/17,-1.9772e-05,0.000319987
